"city","lat","lng","country"
"Rūdsar","37.1444","50.2936","Iran"
"Abū Qīr","31.3167","30.0667","Egypt"
"Clifton Park","42.8587","-73.8242","United States"
"Gurais","34.6333","74.8333","India"
"Chartres","48.4560","1.4840","France"
"San Pédro Jocopilas","15.0953","-91.1508","Guatemala"
"Bagabag","16.6044","121.2521","Philippines"
"Dengtangcun","23.6821","116.5259","China"
"Tlapa de Comonfort","17.5461","-98.5764","Mexico"
"Yamen","22.2999","113.0585","China"
"Northglenn","39.9108","-104.9783","United States"
"Portage","41.5856","-87.1797","United States"
"Holyoke","42.2125","-72.6411","United States"
"San Juan Cancuc","16.9333","-92.3833","Mexico"
"Qaratog","38.5500","68.2833","Tajikistan"
"Goribidnūr","13.6111","77.5167","India"
"Kéniéran","11.1167","-8.9333","Guinea"
"Ali Sabieh","11.1500","42.7167","Djibouti"
"Hajīn","34.6951","40.8314","Syria"
"Ureña","7.9183","-72.4467","Venezuela"
"Sampués","9.1833","-75.3833","Colombia"
"Srīnagar","30.2200","78.7800","India"
"Raalte","52.3828","6.2828","Netherlands"
"Puri","-7.6833","15.6000","Angola"
"Volodymyrivka","50.8481","24.3222","Ukraine"
"Rusape","-18.5367","32.1247","Zimbabwe"
"Itabirito","-20.2528","-43.8008","Brazil"
"Shakhtīnsk","49.7100","72.5872","Kazakhstan"
"Pedro II","-4.4338","-41.4534","Brazil"
"Bitterfeld","51.6167","12.3167","Germany"
"Dhanera","24.5200","72.0200","India"
"Guayacanes","18.4186","-69.4582","Dominican Republic"
"Obala","4.1667","11.5333","Cameroon"
"Myrhorod","49.9667","33.6000","Ukraine"
"Lewiston","44.0915","-70.1681","United States"
"Świdnik","51.2167","22.7000","Poland"
"Giyon","8.5333","37.9667","Ethiopia"
"Luuk","5.9676","121.3133","Philippines"
"Celje","46.2358","15.2675","Slovenia"
"Gampola","7.1643","80.5696","Sri Lanka"
"Ameca","20.5486","-104.0431","Mexico"
"Namlea","-3.2500","127.0833","Indonesia"
"Tlalixcoyan","18.8031","-96.0611","Mexico"
"Cerveteri","42.0075","12.1050","Italy"
"Dibulla","11.2667","-73.3000","Colombia"
"Gaspar Hernández","19.6200","-70.2800","Dominican Republic"
"Pen","18.7500","73.0800","India"
"Tumba","59.2000","17.8167","Sweden"
"Rtishchevo","52.2667","43.7667","Russia"
"Warendorf","51.9539","7.9933","Germany"
"Bangkinang","0.3500","101.0333","Indonesia"
"Yacha","19.2253","109.4512","China"
"Mateus Leme","-19.9858","-44.4278","Brazil"
"Güira de Melena","22.8019","-82.5047","Cuba"
"Santaluz","-11.2558","-39.3750","Brazil"
"Koboko","3.4100","30.9600","Uganda"
"Tupelo","34.2692","-88.7318","United States"
"Al Bayḑā’","13.9790","45.5740","Yemen"
"Al Qaryatayn","34.2296","37.2407","Syria"
"Pentecoste","-3.7928","-39.2700","Brazil"
"Montclair","34.0715","-117.6981","United States"
"Hilton Head Island","32.1896","-80.7499","United States"
"Cheyyār","12.6620","79.5435","India"
"Pathanāmthitta","9.2648","76.7870","India"
"Mahanoro","-19.8990","48.8113","Madagascar"
"Kaštel Stari","43.5500","16.3500","Croatia"
"Teijlingen","52.2167","4.4833","Netherlands"
"Nové Zámky","47.9831","18.1728","Slovakia"
"Tuttlingen","47.9850","8.8233","Germany"
"Ohangaron","40.9061","69.6444","Uzbekistan"
"Patía","2.1667","-77.0833","Colombia"
"Kalamáta","37.0378","22.1111","Greece"
"Galloway","39.4914","-74.4803","United States"
"Sillanwali","31.8250","72.5389","Pakistan"
"San Antonio de Padua","-34.6667","-58.7000","Argentina"
"Savigny-sur-Orge","48.6797","2.3457","France"
"Charaut","26.5322","85.7942","India"
"Winchester","36.1365","-115.1370","United States"
"Arnold","53.0050","-1.1270","United Kingdom"
"Kwidzyn","53.7358","18.9308","Poland"
"Afuá","-0.1569","-50.3869","Brazil"
"Santo Domingo","13.2350","123.7769","Philippines"
"Romny","50.7500","33.4667","Ukraine"
"Rāni","25.5564","85.9021","India"
"Marantao","7.9500","124.2330","Philippines"
"Beigang","23.5667","120.3000","Taiwan"
"Villagarcía de Arosa","42.5977","-8.7632","Spain"
"Long Eaton","52.8980","-1.2710","United Kingdom"
"Belleville","40.7950","-74.1617","United States"
"Prince Albert","53.2000","-105.7500","Canada"
"Rome","34.2662","-85.1863","United States"
"Güzelbahçe","38.3356","26.8911","Turkey"
"Central Islip","40.7836","-73.1945","United States"
"Jalapa","17.7000","-92.8000","Mexico"
"Fuquay-Varina","35.5953","-78.7778","United States"
"Manali","13.1667","80.2667","India"
"Karuhatan","14.6883","120.9761","Philippines"
"Mixquiahuala de Juarez","20.2311","-99.2131","Mexico"
"Mamun","32.2824","75.6983","India"
"Haedo","-34.6500","-58.6000","Argentina"
"Kolchugino","56.3167","39.3667","Russia"
"Coondapoor","13.6313","74.6902","India"
"Hanumānnagar","26.5394","86.7483","Nepal"
"Mombaça","-5.7428","-39.6278","Brazil"
"Gomoh","23.8735","86.1516","India"
"Don Benito","38.9545","-5.8617","Spain"
"Susurluk","39.9139","28.1603","Turkey"
"Matina","10.0099","-83.3096","Costa Rica"
"San Marcelino","14.9742","120.1573","Philippines"
"Evans","33.5619","-82.1351","United States"
"Aklera","24.4200","76.5700","India"
"Umi","33.5675","130.5111","Japan"
"Jacundá","-4.4508","-49.1158","Brazil"
"Rio Negrinho","-26.2539","-49.5178","Brazil"
"Melchor Ocampo","19.7083","-99.1444","Mexico"
"Považská Bystrica","49.1167","18.4500","Slovakia"
"Mizunami","35.3618","137.2545","Japan"
"Yolöten","37.3000","62.3500","Turkmenistan"
"Falāvarjān","32.5558","51.5106","Iran"
"Satānā","20.5797","74.2160","India"
"Tōkai","36.4730","140.5661","Japan"
"Tonzang","23.6000","93.7000","Burma"
"Custódia","-8.0875","-37.6431","Brazil"
"Basavana Bāgevādi","16.5728","75.9725","India"
"Massapê","-3.5228","-40.3428","Brazil"
"Doğanşehir","38.0958","37.8792","Turkey"
"Thonon-les-Bains","46.3627","6.4750","France"
"Drean","36.6833","7.7500","Algeria"
"Machado","-21.6750","-45.9200","Brazil"
"Ksour Essaf","35.4300","10.9800","Tunisia"
"Basista","15.8524","120.3976","Philippines"
"Sanchahe","36.3780","106.0869","China"
"Les Abricots","18.6490","-74.3079","Haiti"
"Tietê","-23.1019","-47.7150","Brazil"
"Venlo","51.3700","6.1681","Netherlands"
"Huzūrābād","18.2000","79.4200","India"
"Yanqi","42.0586","86.5683","China"
"Benjamin Constant","-4.3755","-70.0318","Brazil"
"Attingal","8.6800","76.8300","India"
"Kolongo-Bozo","13.8806","-5.6861","Mali"
"Kırkağaç","39.1056","27.6733","Turkey"
"Hatta","24.1341","79.6012","India"
"Malbork","54.0333","19.0333","Poland"
"Bom Jardim","-7.7958","-35.5869","Brazil"
"Jeremoabo","-10.0669","-38.3500","Brazil"
"Monte Plata","18.8100","-69.7900","Dominican Republic"
"Stirling","56.1166","-3.9369","United Kingdom"
"Shenghu","24.5961","121.8511","Taiwan"
"Su’ao","24.5961","121.8511","Taiwan"
"Rio Brilhante","-21.8019","-54.5458","Brazil"
"Malavalli","12.3800","77.0800","India"
"Salto del Guairá","-24.0625","-54.3069","Paraguay"
"Lampa","-33.2833","-70.9000","Chile"
"La Ciotat","43.1769","5.6086","France"
"Barra de São Francisco","-18.7550","-40.8908","Brazil"
"Sirinhaém","-8.5908","-35.1158","Brazil"
"Annemasse","46.1958","6.2364","France"
"New Albany","38.3090","-85.8234","United States"
"Bolesławiec","51.2667","15.5667","Poland"
"Bartlesville","36.7365","-95.9456","United States"
"Rio Branco do Sul","-25.1900","-49.3139","Brazil"
"Barrancas","11.0000","-72.7500","Colombia"
"Kranj","46.2333","14.3667","Slovenia"
"Monrovia","34.1650","-117.9921","United States"
"Bamendjou","5.4000","10.3167","Cameroon"
"Villaflores","16.2355","-93.2677","Mexico"
"Pleasant Grove","40.3716","-111.7412","United States"
"Carpentersville","42.1227","-88.2896","United States"
"Mira","45.4375","12.1329","Italy"
"Volkhov","59.9167","32.3000","Russia"
"Kisii","-0.6698","34.7675","Kenya"
"Kahrīzak","35.5169","51.3603","Iran"
"Pacifica","37.6113","-122.4782","United States"
"South Miami Heights","25.5886","-80.3862","United States"
"Bletchley","51.9940","-0.7320","United Kingdom"
"Tuxpan","19.5539","-103.3756","Mexico"
"Atalaia","-9.5019","-36.0228","Brazil"
"Phônsavan","19.4600","103.1800","Laos"
"El Bordo","2.1667","-77.0833","Colombia"
"Allahabad","28.9333","70.9667","Pakistan"
"Pokrov","47.6533","34.0842","Ukraine"
"Turiaçu","-1.6628","-45.3719","Brazil"
"Ma‘arratmişrīn","36.0115","36.6718","Syria"
"Itaqui","-29.1253","-56.5531","Brazil"
"Česká Lípa","50.6886","14.5386","Czechia"
"Oregon City","45.3418","-122.5924","United States"
"Tambulig","8.0700","123.5372","Philippines"
"Bonito","-8.4700","-35.7289","Brazil"
"Leighton Buzzard","51.9165","-0.6617","United Kingdom"
"Tabount","30.8800","-6.9100","Morocco"
"Paracho de Verduzco","19.6500","-102.0667","Mexico"
"Souma","36.5183","2.9053","Algeria"
"San Carlos","11.1333","-84.7833","Nicaragua"
"La Unión","13.3369","-87.8439","El Salvador"
"San Andres","13.3231","122.6761","Philippines"
"Beckum","51.7550","8.0403","Germany"
"Oras","12.1414","125.4392","Philippines"
"San Antonio","14.9486","120.0864","Philippines"
"Donji Kakanj","44.1311","18.0972","Bosnia and Herzegovina"
"Cansanção","-10.6708","-39.4978","Brazil"
"Porteirinha","-15.7428","-43.0278","Brazil"
"Santa Rosa de Osos","6.6500","-75.4667","Colombia"
"Samobor","45.8011","15.7110","Croatia"
"Sārangpur","23.5700","76.4700","India"
"Sandūr","15.1000","76.5500","India"
"Kanigiri","15.4000","79.5167","India"
"Kérou","10.8250","2.1094","Benin"
"Águilas","37.4042","-1.5819","Spain"
"Magallanes","12.8283","123.8344","Philippines"
"Airdrie","55.8600","-3.9800","United Kingdom"
"Gorinchem","51.8306","4.9742","Netherlands"
"Ambatofinandrahana","-20.5509","46.8030","Madagascar"
"Trou du Nord","19.6167","-72.0244","Haiti"
"La Puente","34.0323","-117.9533","United States"
"Shiji","22.2120","112.8632","China"
"Agudos","-22.4739","-48.9836","Brazil"
"Santiago Nonualco","13.5167","-88.9500","El Salvador"
"Mabuhay","7.4176","122.8370","Philippines"
"Jaito","30.4509","74.8829","India"
"Phulbāni","20.4700","84.2300","India"
"Progreso","21.2800","-89.6700","Mexico"
"Bayur","-0.2610","100.2220","Indonesia"
"Conchagua","13.3000","-87.8667","El Salvador"
"Greenfield","42.9619","-88.0052","United States"
"Grimbergen","50.9333","4.3833","Belgium"
"Villa González","19.5333","-70.7833","Dominican Republic"
"Eboli","40.6169","15.0564","Italy"
"Mullaittivu","9.2833","80.8000","Sri Lanka"
"Fengguangcun","23.9062","116.6984","China"
"Morsi","21.3180","78.0095","India"
"Foothill Farms","38.6867","-121.3475","United States"
"Besni","37.6942","37.8614","Turkey"
"Bucha","50.5464","30.2350","Ukraine"
"Sitangkai","4.6615","119.3919","Philippines"
"Luna","16.8500","120.3800","Philippines"
"Ataq","14.5364","46.8331","Yemen"
"Santa Cruz","-6.2289","-36.0228","Brazil"
"Yuzhnouralsk","54.4500","61.2500","Russia"
"Krasnoufimsk","56.6167","57.7722","Russia"
"Al Hāshimīyah","32.3744","44.6569","Iraq"
"Bagua Grande","-5.7572","-78.4453","Peru"
"Sanankoroba","12.3975","-7.9394","Mali"
"Sandino","22.0815","-84.2040","Cuba"
"Lahār","26.1940","78.9414","India"
"Falun","60.6130","15.6470","Sweden"
"Dajiecun","36.2960","115.2057","China"
"São Manuel","-22.7308","-48.5708","Brazil"
"Pilibangan","29.4888","74.0748","India"
"Tibú","8.6500","-72.7333","Colombia"
"Mariano Escobedo","18.9167","-97.1333","Mexico"
"Göygöl","40.5858","46.3189","Azerbaijan"
"Cloppenburg","52.8500","8.0500","Germany"
"Mission Bend","29.6948","-95.6658","United States"
"Port Talbot","51.5906","-3.7986","United Kingdom"
"Zvenigorod","55.7333","36.8500","Russia"
"Tooele","40.5393","-112.3082","United States"
"Landgraaf","50.9083","6.0297","Netherlands"
"Coesfeld","51.9500","7.1667","Germany"
"Gajendragarh","15.7363","75.9698","India"
"Lydenburg","-25.0960","30.4460","South Africa"
"Estero","26.4276","-81.7951","United States"
"Jāle","26.3800","85.7200","India"
"Midlothian","32.4669","-96.9890","United States"
"Paravūr Tekkumbhāgam","8.8110","76.6690","India"
"Gangshangcun","38.0469","114.6904","China"
"Jelilyüzi","43.9749","81.5328","China"
"Mankayan","16.8567","120.7933","Philippines"
"Mölndal","57.6542","12.0139","Sweden"
"Sidi Ali","36.1047","0.4233","Algeria"
"Andilamena","-17.0131","48.5720","Madagascar"
"Katsuragi","34.4892","135.7264","Japan"
"Melgar","4.2039","-74.6428","Colombia"
"Protvino","54.8833","37.2167","Russia"
"Vettūr","8.7178","76.7444","India"
"Comapa","14.1167","-89.9167","Guatemala"
"Arroyomolinos","40.2667","-3.9000","Spain"
"Salvatierra","20.2156","-100.8961","Mexico"
"Cedar City","37.6834","-113.0956","United States"
"Rukungiri","-0.7900","29.9250","Uganda"
"Mangai","-4.0499","19.5333","Congo (Kinshasa)"
"Chunār","25.1300","82.9000","India"
"Moerdijk","51.7031","4.6314","Netherlands"
"Wangsicun","37.9998","116.9224","China"
"Tunzi","35.5753","107.3694","China"
"Leavenworth","39.3239","-94.9240","United States"
"Laindon","51.5740","0.4181","United Kingdom"
"Erding","48.2833","11.9000","Germany"
"Moncada","41.4872","2.1878","Spain"
"Ratia","29.6833","75.5750","India"
"Kadiyam","16.9167","81.8333","India"
"Copperas Cove","31.1192","-97.9140","United States"
"Ciudad Manuel Doblado","20.7303","-101.9533","Mexico"
"Formia","41.2564","13.6069","Italy"
"São Caitano","-8.3258","-36.1428","Brazil"
"Silves","37.1833","-8.4333","Portugal"
"Bantay","17.5839","120.3908","Philippines"
"Bahādurganj","26.2617","87.8244","India"
"Imbatug","8.3128","124.6873","Philippines"
"Maşyāf","35.0653","36.3406","Syria"
"Obburdon","40.4278","69.3047","Tajikistan"
"Qulsary","46.9833","54.0167","Kazakhstan"
"Binəqədi","40.4758","49.8222","Azerbaijan"
"Adjumani","3.3772","31.7906","Uganda"
"Qo‘ng‘irot Shahri","43.0521","58.8460","Uzbekistan"
"Qŭnghirot","43.0497","58.8542","Uzbekistan"
"Languyan","5.2667","120.0833","Philippines"
"Pennsauken","39.9649","-75.0563","United States"
"Sittard","51.0000","5.8667","Netherlands"
"Long Lama","3.7667","114.4000","Malaysia"
"Kalutara","6.5869","79.9603","Sri Lanka"
"Redcar","54.6180","-1.0690","United Kingdom"
"Jagdīspur","25.4674","84.4204","India"
"Uthal","25.8000","66.6167","Pakistan"
"Vasylkiv","50.1783","30.3158","Ukraine"
"Siribala","14.0433","-6.1067","Mali"
"Chorkŭh","39.9739","70.5822","Tajikistan"
"Prijepolje","43.5439","19.6514","Serbia"
"Kearns","40.6519","-112.0095","United States"
"Porsgrunn","59.1419","9.6568","Norway"
"Safonovo","55.1167","33.2500","Russia"
"Sitalkuchi","26.1697","89.1914","India"
"Tokār","18.4333","37.7333","Sudan"
"Pedreiras","-4.5739","-44.5969","Brazil"
"Pujali","22.4601","88.1340","India"
"Kālihāti","24.3833","89.9833","Bangladesh"
"Santana","-3.1439","-44.3258","Brazil"
"Santo Antônio","-29.8178","-50.5200","Brazil"
"Kampene","-3.5968","26.6658","Congo (Kinshasa)"
"Mol","51.1842","5.1156","Belgium"
"Holstebro","56.3595","8.6208","Denmark"
"Lagkadás","40.7500","23.0667","Greece"
"Tucker","33.8436","-84.2024","United States"
"Niksar","40.5917","36.9517","Turkey"
"Luga","58.7333","29.8167","Russia"
"Beeston","52.9270","-1.2150","United Kingdom"
"Rāisinghnagar","29.5342","73.4477","India"
"Dargot","31.2411","76.9358","India"
"Bentota","6.4254","79.9948","Sri Lanka"
"Mandoto","-19.5746","46.2888","Madagascar"
"Manazary","-19.0482","46.8684","Madagascar"
"Granadero Baigorria","-32.8500","-60.7000","Argentina"
"Suhl","50.6106","10.6931","Germany"
"Villeta","-25.5123","-57.5647","Paraguay"
"Soriyankuppam","11.7870","79.7310","India"
"Mūrtikuppam","11.7902","79.7873","India"
"Manamedu","11.8120","79.6839","India"
"Seliyamedur","11.8249","79.7532","India"
"Kuruvinattam","11.7965","79.7328","India"
"Aranganūr","11.8316","79.7492","India"
"Parikkalpattu","11.7928","79.7516","India"
"Karaiyāmputtur","11.8194","79.6498","India"
"Panaiyadikuppam","11.8435","79.6518","India"
"Baishi Airikecun","40.8748","80.3616","China"
"Santiago Sacatepéquez","14.6531","-90.6525","Guatemala"
"Dom Pedrito","-30.9828","-54.6728","Brazil"
"Sinsheim","49.2500","8.8833","Germany"
"Benslimane","33.6167","-7.1167","Morocco"
"Stara Gora","43.7538","18.3689","Bosnia and Herzegovina"
"Nakodar","31.1275","75.4781","India"
"Nanshuicun","22.0316","113.2358","China"
"Tabligbo","6.5833","1.5000","Togo"
"Shaxi","22.3067","113.1469","China"
"Oświęcim","50.0381","19.2214","Poland"
"Lūnāvāda","23.1333","73.6167","India"
"Wildomar","33.6173","-117.2582","United States"
"Ban Doi Suthep","18.7944","98.9142","Thailand"
"Kalinkavichy","52.1250","29.3333","Belarus"
"Shengli","37.9842","106.1967","China"
"Port-Margot","19.7518","-72.4301","Haiti"
"Monatélé","4.2667","11.2000","Cameroon"
"Campos Novos","-27.4019","-51.2250","Brazil"
"Dālkola","25.8767","87.8414","India"
"Moalboal","9.9500","123.4000","Philippines"
"Burriana","39.8894","-0.0925","Spain"
"Bindki","26.0300","80.6000","India"
"Martinez","37.9985","-122.1161","United States"
"Kānkuria","24.6523","87.9604","India"
"Colón","8.0378","-72.2519","Venezuela"
"Santa Ana","7.6453","-72.2758","Venezuela"
"Swords","53.4597","-6.2181","Ireland"
"Guilderland","42.7080","-73.9631","United States"
"Chimboy Shahri","42.9295","59.7820","Uzbekistan"
"San Martín de los Andes","-40.1667","-71.3500","Argentina"
"Segrate","45.4900","9.2953","Italy"
"Basilisa","10.0654","125.5968","Philippines"
"San Enrique","11.0697","122.6567","Philippines"
"Kachkanar","58.7000","59.4833","Russia"
"Vavur","11.2167","75.9083","India"
"Dubno","50.3931","25.7350","Ukraine"
"Small Heath","52.4629","-1.8542","United Kingdom"
"Grugliasco","45.0680","7.5776","Italy"
"Penticton","49.4911","-119.5886","Canada"
"Dagua","3.6667","-76.7000","Colombia"
"Manucan","8.5161","123.0917","Philippines"
"Musiri","10.9333","78.4500","India"
"Siyabuswa","-25.1167","29.0500","South Africa"
"Anosiala","-18.7833","47.4167","Madagascar"
"Pāthri","19.2500","76.4500","India"
"Fāraskūr","31.3297","31.7147","Egypt"
"Hanover Park","41.9818","-88.1446","United States"
"Cambrils","41.0667","1.0583","Spain"
"San Miguel Chicaj","15.1000","-90.4000","Guatemala"
"Sarzedo","-20.0350","-44.1450","Brazil"
"Six-Fours-les-Plages","43.1009","5.8200","France"
"Pylaía","40.6000","22.9833","Greece"
"Nowa Sól","51.8000","15.7167","Poland"
"Sagnay","13.6039","123.5233","Philippines"
"Kesavapuram","8.4212","76.9996","India"
"Maddaloni","41.0333","14.3833","Italy"
"Mahē","11.7011","75.5367","India"
"Missão Velha","-7.2500","-39.1428","Brazil"
"Muskogee","35.7432","-95.3567","United States"
"Caimito","22.9575","-82.5964","Cuba"
"Marijampolė","54.5567","23.3544","Lithuania"
"Magsaysay","9.0200","125.1800","Philippines"
"Yayladağı","35.9025","36.0606","Turkey"
"Ipueiras","-4.5419","-40.7189","Brazil"
"Agogo","6.8000","-1.0833","Ghana"
"Elixku","38.7092","77.3706","China"
"Qalādizay","36.1811","45.1286","Iraq"
"Uster","47.3492","8.7192","Switzerland"
"São Fidélis","-21.6458","-41.7469","Brazil"
"Salima","-13.7829","34.4333","Malawi"
"Camberley","51.3350","-0.7420","United Kingdom"
"Kanie","35.1322","136.7868","Japan"
"La Macarena","2.1828","-73.7847","Colombia"
"Sayula","19.8667","-103.6167","Mexico"
"Oakton","38.8887","-77.3016","United States"
"Tuensang","26.2716","94.8314","India"
"Mulavana","8.9936","76.6765","India"
"Bellaa","30.0314","-9.5542","Morocco"
"Kona","14.9467","-3.8933","Mali"
"Zaïo","34.9333","-2.7333","Morocco"
"Manoli","15.7800","75.1200","India"
"Zavolzhye","56.6500","43.4000","Russia"
"Chippenham","51.4590","-2.1160","United Kingdom"
"Dargaz","37.4425","59.1072","Iran"
"Rock Island","41.4699","-90.5827","United States"
"Lakshmeshwar","15.1300","75.4700","India"
"Köneürgench","42.3333","59.1500","Turkmenistan"
"Bugojno","44.0500","17.4500","Bosnia and Herzegovina"
"Taxisco","14.0667","-90.4667","Guatemala"
"Västervik","57.7500","16.6333","Sweden"
"Houghton le Spring","54.8410","-1.4680","United Kingdom"
"San José","-34.3333","-56.7167","Uruguay"
"Zīra","30.9700","74.9900","India"
"Wangtuan","36.9145","105.8500","China"
"Tsubata","36.6692","136.7288","Japan"
"Richfield","44.8763","-93.2829","United States"
"Kāramadai","11.2428","76.9617","India"
"Torres Novas","39.4833","-8.5333","Portugal"
"Mandaguari","-23.5225","-51.6788","Brazil"
"Esik","43.3500","77.4667","Kazakhstan"
"Shatura","55.5667","39.5500","Russia"
"Teruel","40.3436","-1.1072","Spain"
"Yasugichō","35.4314","133.2508","Japan"
"Échirolles","45.1436","5.7183","France"
"Or Yehuda","32.0333","34.8500","Israel"
"Enrile","17.5622","121.7011","Philippines"
"Michalovce","48.7575","21.9183","Slovakia"
"Kambove","-10.8764","26.5969","Congo (Kinshasa)"
"Yovon","38.3167","69.0500","Tajikistan"
"Xinpo","21.6311","110.9747","China"
"Robertsganj","24.7000","83.0700","India"
"Esquel","-42.9000","-71.3167","Argentina"
"Ikongo","-21.8789","47.4350","Madagascar"
"Thāna Bhawan","29.5833","77.4167","India"
"Uryupinsk","50.8000","42.0167","Russia"
"La Presa","32.7110","-117.0027","United States"
"Pande","-8.6840","115.2264","Indonesia"
"Risalpur Cantonment","34.0811","71.9725","Pakistan"
"Sītākund","22.6216","91.6594","Bangladesh"
"Sorel-Tracy","46.0333","-73.1167","Canada"
"Lierre","51.1311","4.5697","Belgium"
"Ulan Hua","41.5300","111.7000","China"
"Mühlhausen","51.2167","10.4500","Germany"
"Hojāi","26.0000","92.8700","India"
"José Bonifácio","-21.0528","-49.6878","Brazil"
"Brighton","43.1175","-77.5835","United States"
"Matan","30.5731","113.3342","China"
"Saint-Raphaël","43.4252","6.7684","France"
"Rosário do Sul","-30.2578","-54.9139","Brazil"
"Belalcázar","2.6547","-75.9928","Colombia"
"Natick","42.2847","-71.3497","United States"
"Esch-sur-Alzette","49.4969","5.9806","Luxembourg"
"Whitley Bay","55.0456","-1.4443","United Kingdom"
"Aurora","16.9918","121.6357","Philippines"
"Las Navas","12.3400","125.0320","Philippines"
"Demirci","39.0450","28.6581","Turkey"
"Vitrolles","43.4600","5.2486","France"
"Kannan","35.0889","138.9534","Japan"
"Makan","-25.6050","27.9100","South Africa"
"South Valley","35.0093","-106.6819","United States"
"Kadungutt","11.0333","76.1000","India"
"Kidangazhi","11.0333","76.1000","India"
"Rossano","39.5667","16.6333","Italy"
"Mek’ī","8.1500","38.8167","Ethiopia"
"Cantanhede","40.3464","-8.5942","Portugal"
"Denton","53.4554","-2.1122","United Kingdom"
"Korkino","54.9000","61.4167","Russia"
"Bandhi","26.5833","68.3000","Pakistan"
"Schaffhausen","47.6965","8.6339","Switzerland"
"Irbit","57.6667","63.0667","Russia"
"Jaral del Progreso","20.3667","-101.0667","Mexico"
"Tienen","50.8075","4.9372","Belgium"
"Alekseyevka","50.6333","38.7000","Russia"
"São João da Barra","-21.6400","-41.0508","Brazil"
"Zoumi","34.8000","-5.3500","Morocco"
"Kiryas Joel","41.3411","-74.1667","United States"
"São Mateus do Sul","-25.8739","-50.3828","Brazil"
"Ebebiyín","2.1500","11.3167","Equatorial Guinea"
"‘Afrīn","36.5119","36.8695","Syria"
"Aguelmous","33.1500","-5.8333","Morocco"
"Hilliard","40.0353","-83.1578","United States"
"Dabutou","36.0667","112.8667","China"
"Emsdetten","52.1728","7.5344","Germany"
"Tunduma","-9.3000","32.7667","Tanzania"
"Beloit","42.5230","-89.0184","United States"
"Claremont","34.1259","-117.7153","United States"
"Nemmara","10.5934","76.6006","India"
"Baishan","40.1656","116.3144","China"
"Yefremov","53.1500","38.1167","Russia"
"Punārakh","25.4930","85.8054","India"
"Novaya Usman’","51.6450","39.4142","Russia"
"Barra do Choça","-14.8808","-40.5789","Brazil"
"Patāmundai","20.5700","86.5700","India"
"Bulicun","24.3657","116.2726","China"
"Benāpol","23.0419","88.8956","Bangladesh"
"Tomelloso","39.1578","-3.0208","Spain"
"Songo","-15.5958","32.7647","Mozambique"
"Horasan","40.0397","42.1711","Turkey"
"Bindé","11.7500","-1.1000","Burkina Faso"
"Bargny","14.6944","-17.2306","Senegal"
"Haomen","37.3619","101.5871","China"
"Kajaani","64.2311","27.7194","Finland"
"Neiba","18.4900","-71.4200","Dominican Republic"
"Limburg","50.3833","8.0667","Germany"
"Kodaikānal","10.2300","77.4800","India"
"Mamfe","5.7667","9.2833","Cameroon"
"Chelora","11.8892","75.4293","India"
"Dashtobod","40.1269","68.4944","Uzbekistan"
"Winsen","53.3667","10.2167","Germany"
"Knurów","50.2167","18.6833","Poland"
"Berat","40.7049","19.9497","Albania"
"Nueve de Julio","-35.4500","-60.8833","Argentina"
"Creil","49.2583","2.4833","France"
"Zhetisay","40.7753","68.3272","Kazakhstan"
"Ichchāpuram","19.1200","84.7000","India"
"Netishyn","50.3500","26.6333","Ukraine"
"West Bridgford","52.9320","-1.1270","United Kingdom"
"Kaniama","-7.5696","24.1700","Congo (Kinshasa)"
"Bossangoa","6.4833","17.4500","Central African Republic"
"Oak Creek","42.8803","-87.9009","United States"
"Guápiles","10.2070","-83.8581","Costa Rica"
"Surab","28.4925","66.2597","Pakistan"
"Andover","42.6466","-71.1651","United States"
"Sun Prairie","43.1825","-89.2362","United States"
"Athis-Mons","48.7074","2.3889","France"
"Matale","7.4667","80.6167","Sri Lanka"
"Lecherías","10.1917","-64.6921","Venezuela"
"Sonsón","5.7097","-75.3108","Colombia"
"Arawa","-6.2280","155.5660","Papua New Guinea"
"Mazıdağı","37.4792","40.4864","Turkey"
"Zinzana","13.2506","-5.9678","Mali"
"Tocancipá","4.9657","-73.9136","Colombia"
"Meyzieu","45.7667","5.0036","France"
"Elmont","40.7033","-73.7078","United States"
"Rende","39.3333","16.1833","Italy"
"Pūrna","19.1800","77.0500","India"
"Onteniente","38.8222","-0.6072","Spain"
"Liwonde","-15.0667","35.2333","Malawi"
"Estahbān","29.1269","54.0394","Iran"
"Sutton in Ashfield","53.1250","-1.2610","United Kingdom"
"Anse d’Hainault","18.4853","-74.4514","Haiti"
"Byumba","-1.5794","30.0694","Rwanda"
"Cegléd","47.1772","19.7981","Hungary"
"Ingelheim","49.9747","8.0564","Germany"
"Cumberland","41.9703","-71.4198","United States"
"Kaarina","60.4000","22.3667","Finland"
"Simbahan","6.3000","120.5800","Philippines"
"Monaco","43.7333","7.4167","Monaco"
"Namakgale","-23.9380","31.0280","South Africa"
"Kinel","53.2222","50.6333","Russia"
"Maur","30.0833","75.2500","India"
"Commack","40.8435","-73.2833","United States"
"Merrillville","41.4728","-87.3196","United States"
"San Pablo","7.4825","-73.9250","Colombia"
"Fuchūchō","34.5650","133.2419","Japan"
"Zawyat an Nwaçer","33.3611","-7.6114","Morocco"
"Borehamwood","51.6578","-0.2722","United Kingdom"
"Barra Bonita","-22.4947","-48.5581","Brazil"
